/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-reset_tb.csv,row_average
1.08632230758667,1.0440219640731812,1.0654215812683103,1.0405973196029663,1.0535701513290403,1.0315203666687012,1.1355502605438232,1.061570167541504,1.0750935077667236,1.0663505792617798,1.06600182056427
1.0477218627929688,1.027883768081665,1.0545152425765991,1.0345852375030518,1.0495518445968628,1.028515100479126,1.104434609413147,1.0403413772583008,1.052192211151123,1.0533208847045898,1.0493062138557434
1.0194141864776611,1.0118142366409302,1.0408855676651,1.0135092735290527,1.0373666286468506,1.0029985904693604,1.09898042678833,1.028935194015503,1.0226539373397827,1.0122740268707275,1.0288832068443299
3.898168563842773,3.904094457626343,3.9397804737091056,3.938324689865112,3.945510149002075,3.960583686828613,1.07048237323761,3.952779054641724,3.9555234909057617,4.003865718841553,3.6569112658500673
3.2140746116638184,3.28660249710083,3.388805389404297,3.264613151550293,3.351535558700561,3.2939321994781494,1.071157693862915,3.3077008724212646,3.324530601501465,3.36496639251709,3.0867918968200683
2.84181809425354,2.897022247314453,3.0392725467681885,2.859946250915528,2.9739174842834477,2.89158296585083,1.0398575067520142,2.9426443576812744,2.931746006011963,2.9581966400146484,2.7376004099845885
2.575124979019165,2.613081216812134,2.7452921867370605,2.582576036453247,2.6936984062194824,2.615575790405273,3.915276527404785,2.667469024658203,2.655137062072754,2.665644884109497,2.77288761138916
2.3754117488861084,2.4190773963928223,2.5298125743865967,2.395334959030152,2.487500667572021,2.414379835128784,3.307258367538452,2.4479477405548096,2.427043914794922,2.446434497833252,2.525020170211792
2.215301036834717,2.2505035400390625,2.347587823867798,2.241677045822144,2.3282251358032227,2.244011163711548,2.919513463973999,2.276836633682251,2.2482852935791016,2.2813117504119877,2.335325288772583
2.085472345352173,2.1202988624572754,2.1991045475006104,2.1180408000946045,2.1970622539520264,2.1089890003204346,2.6193718910217285,2.134143829345703,2.1094396114349365,2.1474452018737797,2.183936834335327
1.9812028408050537,2.014554738998413,2.0848445892333984,2.012845754623413,2.076542854309082,2.000694513320923,2.4091811180114746,2.032784938812256,2.003726005554199,2.044560670852661,2.0660938024520874
1.905115246772766,1.9248425960540767,1.984750509262085,1.922370433807373,1.9929299354553225,1.9088407754898071,2.234557867050171,1.9399566650390625,1.9228476285934448,1.962459683418274,1.9698671340942382
1.8328200578689573,1.8486639261245728,1.9099547863006592,1.849763035774231,1.914420247077942,1.837373971939087,2.1073315143585205,1.861294627189636,1.8397789001464844,1.877713203430176,1.8879114270210267
1.774967074394226,1.7911111116409302,1.845385193824768,1.785642385482788,1.843444585800171,1.7779499292373655,2.0037038326263428,1.798058271408081,1.78326678276062,1.814239263534546,1.821776843070984
1.714455008506775,1.736361384391785,1.7835702896118164,1.7261815071105957,1.7818413972854614,1.7166380882263184,1.9107069969177248,1.7406290769577026,1.7244659662246704,1.7590268850326538,1.7593876600265503
1.673467755317688,1.6896291971206665,1.734456181526184,1.68099045753479,1.7320500612258911,1.671772837638855,1.8470994234085083,1.6891354322433472,1.6867985725402832,1.7079004049301147,1.711330032348633
1.619645357131958,1.6401524543762207,1.68592369556427,1.6333564519882202,1.6800695657730105,1.6320772171020508,1.7735817432403564,1.6501483917236328,1.6342430114746094,1.6555403470993042,1.6604738235473633
1.5864924192428589,1.6112765073776243,1.6505268812179563,1.597108244895935,1.6351174116134644,1.5878536701202393,1.7223352193832395,1.6039915084838867,1.6004233360290527,1.625325083732605,1.6220450282096863
1.5471802949905396,1.5742567777633667,1.6068319082260132,1.5547231435775757,1.603124499320984,1.5613032579421997,1.6775041818618774,1.5701136589050293,1.564305067062378,1.5805875062942505,1.5839930295944213
1.5149270296096802,1.5293105840682983,1.574248194694519,1.5307775735855105,1.5583266019821167,1.5250352621078491,1.6311728954315186,1.5337015390396118,1.5380773544311523,1.5531651973724363,1.5488742232322692
1.4869314432144165,1.5112334489822388,1.5355358123779297,1.4913325309753418,1.534191012382507,1.4989172220230105,1.588120460510254,1.5050232410430908,1.508614420890808,1.5157470703125,1.5175646662712097
1.450899958610535,1.4769145250320437,1.5114282369613647,1.4696732759475708,1.4948585033416748,1.4715887308120728,1.554202675819397,1.4794074296951294,1.4696733951568604,1.4950865507125854,1.4873733282089234
1.4356156587600708,1.441494703292847,1.478451371192932,1.4356554746627808,1.4673223495483398,1.4450122117996216,1.521182656288147,1.452138900756836,1.4484999179840088,1.4596750736236572,1.4585048317909242
1.4004517793655396,1.4165319204330444,1.4491020441055298,1.4185256958007812,1.4428342580795288,1.420374870300293,1.493988871574402,1.4187265634536743,1.429633855819702,1.4352768659591677,1.4325446724891662
1.380659103393555,1.3964513540267944,1.42640483379364,1.394431471824646,1.406596064567566,1.3939727544784546,1.4746007919311523,1.3957968950271606,1.3960638046264648,1.4092847108840942,1.4074261784553528
1.3544163703918457,1.3684203624725342,1.4016070365905762,1.360740065574646,1.383690357208252,1.376944065093994,1.439948558807373,1.377933144569397,1.37623929977417,1.382729411125183,1.3822668671607972
1.3348369598388672,1.3482016324996948,1.376430869102478,1.3478089570999146,1.3565635681152344,1.3517742156982422,1.4225552082061768,1.3410016298294067,1.3600207567214966,1.3591670989990234,1.3598360896110535
1.3095582723617554,1.3260400295257568,1.3536931276321411,1.3225561380386353,1.336033821105957,1.3328301906585691,1.387514352798462,1.3283287286758425,1.3318461179733276,1.338345289230347,1.3366746068000794
1.2830954790115356,1.2995377779006958,1.3341119289398191,1.295628547668457,1.3122522830963137,1.3205064535140991,1.373711109161377,1.3011834621429443,1.31849467754364,1.3166227340698242,1.3155144453048706
1.2689933776855469,1.2839372158050537,1.3084956407546997,1.2904484272003174,1.2946525812149048,1.3138556480407717,1.3436399698257446,1.286929726600647,1.2993826866149902,1.2997223138809204,1.2990057587623596
1.2517399787902832,1.263662338256836,1.293975830078125,1.2670469284057615,1.270920991897583,1.283161997795105,1.3285913467407229,1.2607897520065308,1.281081199645996,1.2786285877227783,1.2779598951339721
1.2332301139831543,1.2409294843673706,1.2751009464263916,1.2471517324447632,1.253948450088501,1.2622286081314087,1.3128350973129272,1.2394511699676514,1.26835036277771,1.2542582750320437,1.258748424053192
1.2067410945892334,1.2259868383407593,1.2595913410186768,1.235490798950195,1.229616403579712,1.2499048709869385,1.2915527820587158,1.2187700271606443,1.2484567165374756,1.2385482788085938,1.2404659152030946
1.1962244510650637,1.2068806886672974,1.2369965314865112,1.2200088500976562,1.2039368152618408,1.230322241783142,1.2763805389404297,1.2041302919387815,1.2335468530654907,1.2188806533813477,1.2227307915687562
1.1681474447250366,1.182035207748413,1.2107791900634766,1.207793354988098,1.191753387451172,1.2159236669540403,1.250629186630249,1.1795858144760132,1.228272557258606,1.1904886960983276,1.2025408506393434
1.1628116369247437,1.1702827215194702,1.2029578685760498,1.1863031387329102,1.1739870309829712,1.200164794921875,1.245519995689392,1.1679495573043823,1.203441500663757,1.1812989711761477,1.18947172164917
1.1364699602127075,1.1528911590576172,1.1767017841339111,1.1728107929229736,1.154537558555603,1.1875754594802856,1.227034330368042,1.1435719728469849,1.1892080307006836,1.157727837562561,1.169852888584137
1.1232448816299438,1.129950761795044,1.1533087491989136,1.151053786277771,1.136233925819397,1.174099326133728,1.2041198015213013,1.1272766590118408,1.173619508743286,1.14161479473114,1.1514522194862367
1.1055831909179688,1.109340786933899,1.139089822769165,1.1339008808135986,1.1178191900253296,1.1627800464630127,1.1955822706222534,1.1057639122009275,1.1567115783691406,1.125877857208252,1.1352449536323548
1.0800700187683103,1.089285373687744,1.1215462684631348,1.117480754852295,1.0984861850738523,1.137433409690857,1.186954379081726,1.0952870845794678,1.1358602046966553,1.1035739183425903,1.1165977597236634
1.076628804206848,1.078877329826355,1.109140157699585,1.103825926780701,1.0751934051513672,1.1360745429992676,1.1622214317321775,1.075600028038025,1.1309725046157837,1.085229516029358,1.1033763647079469
1.0425493717193604,1.056334137916565,1.0853116512298584,1.0921393632888794,1.060322880744934,1.1112687587738037,1.1540195941925049,1.0595450401306152,1.115403413772583,1.0653727054595947,1.0842266917228698
1.027367115020752,1.048751950263977,1.063528537750244,1.0797818899154663,1.0364875793457031,1.08899986743927,1.1359132528305054,1.045256495475769,1.1038129329681396,1.0536054372787476,1.0683505058288574
1.0102179050445557,1.0235332250595093,1.051921010017395,1.0714459419250488,1.0201098918914795,1.0948092937469482,1.125582218170166,1.0266144275665283,1.095425367355347,1.031322002410889,1.0550981283187866
0.9751594066619872,1.0077632665634155,1.0344210863113403,1.0547270774841309,1.001139760017395,1.0751835107803345,1.113294005393982,0.9976429343223572,1.0785577297210691,1.0237044095993042,1.0361593186855316
0.9685755968093872,0.984028935432434,1.0072784423828125,1.034338116645813,0.9824742078781128,1.0653884410858154,1.0999656915664673,0.9945389032363892,1.0680606365203855,0.9942995309829712,1.0198948502540588
0.9495908617973328,0.964746594429016,0.996791124343872,1.027154564857483,0.9589964747428894,1.0551385879516602,1.081684708595276,0.9653083682060242,1.0578802824020386,0.9765567183494568,1.0033848285675049
0.9304072260856628,0.944801926612854,0.9793872237205504,1.019386887550354,0.946631669998169,1.0341992378234863,1.0709726810455322,0.9507750868797302,1.037462830543518,0.967329740524292,0.9881354510784149
0.9194588661193848,0.939680814743042,0.9556799530982972,0.999875009059906,0.9300692677497864,1.026304006576538,1.063184380531311,0.9335347414016724,1.0323468446731567,0.9508658051490784,0.9750999689102173
0.9064269065856934,0.912218987941742,0.9404974579811096,0.9915871024131776,0.8952635526657104,1.0103740692138672,1.0467579364776611,0.92136549949646,1.0062823295593262,0.9177950620651244,0.9548568904399872
0.8759765625,0.8949272036552429,0.9225945472717284,0.9746035933494568,0.8861157894134521,1.0000699758529663,1.0434380769729614,0.8992648124694824,1.0091990232467651,0.9138041138648988,0.9419993698596955
0.8602913618087769,0.8756871223449707,0.8993218541145325,0.9728088974952698,0.8652875423431396,0.9841368794441224,1.0257803201675415,0.8817235827445984,0.9981152415275574,0.8915936946868896,0.9254746496677398
0.8427388072013855,0.8533152937889099,0.884008526802063,0.949238896369934,0.8451921939849854,0.9796804189682008,1.0135666131973269,0.8633856773376465,0.9845364093780518,0.8728030920028687,0.9088465929031372
0.8307029008865356,0.8385282754898071,0.8691705465316772,0.9418798685073853,0.8322944045066833,0.9637852907180786,1.0018211603164673,0.8350886106491089,0.9713640213012696,0.8649176359176636,0.8949552714824677
0.7943515777587891,0.8208929896354675,0.8503170609474182,0.9322336316108704,0.8115583062171936,0.9505606889724731,0.9886403679847716,0.817446768283844,0.9607650637626648,0.837524950504303,0.8764291405677795
0.7835813164710999,0.7960993051528931,0.8295843005180359,0.915868043899536,0.7806598544120789,0.935129463672638,0.9750129580497742,0.8082529902458191,0.944458544254303,0.8100788593292236,0.8578725636005402
0.7583233714103699,0.7787681818008423,0.8046374917030334,0.9064468145370485,0.7717512845993042,0.9264421463012696,0.9614349007606506,0.78849196434021,0.9379671216011048,0.8001821041107178,0.843444538116455
0.748692512512207,0.7667297124862671,0.7924387454986572,0.886406660079956,0.7502652406692505,0.9108206629753112,0.9599232077598572,0.7593773007392883,0.9182143211364746,0.7856504321098328,0.8278518795967102
0.7245967388153076,0.7450348138809204,0.7630142569541931,0.8911798596382141,0.7270221710205078,0.8934789299964905,0.9413666725158693,0.7432843446731567,0.9129688739776612,0.7580796480178833,0.8100026309490204
0.7050194144248962,0.7262543439865112,0.753204882144928,0.8729923367500305,0.7119073271751404,0.876869261264801,0.9441000819206238,0.7210401892662048,0.9001408219337463,0.7457619309425354,0.7957290589809418
0.6793612837791443,0.6988053917884827,0.7329022884368896,0.859792947769165,0.6887631416320801,0.8691123723983765,0.925264060497284,0.7066411972045898,0.8880640268325806,0.7231863737106323,0.7771893084049225
0.6684452295303345,0.687505304813385,0.7116587162017822,0.8526691198348999,0.6773503422737122,0.8658332228660583,0.8991270065307617,0.6903350949287415,0.8732209205627441,0.7074713110923767,0.7633616268634796
0.6464827656745911,0.6625762581825256,0.6876146197319031,0.8409445881843567,0.6440518498420715,0.8512162566184998,0.8889797329902649,0.6573914885520935,0.8719539642333984,0.6844548583030701,0.7435666382312774
0.6239393949508667,0.6348854899406433,0.6674396991729736,0.8383389711380005,0.6251604557037354,0.837411642074585,0.8800225257873535,0.6452603936195374,0.8511822819709778,0.6648564338684082,0.7268497288227082
0.604302167892456,0.6117343902587891,0.6477439999580383,0.8151025772094727,0.607154905796051,0.8361998200416565,0.8622534871101379,0.6251204013824463,0.8329001069068909,0.639210045337677,0.7081721901893616
0.5882795453071594,0.5978608727455139,0.6269375085830688,0.8074533343315125,0.5890619158744812,0.8088613748550415,0.8701152801513672,0.60512775182724,0.819463849067688,0.6122136116027832,0.6925375044345856
0.5724909901618958,0.575255274772644,0.6139394044876099,0.7902587652206421,0.5666965246200562,0.806183397769928,0.8487191796302795,0.5747992992401123,0.8202670812606812,0.5913320183753967,0.6759941935539245
0.5353959798812866,0.5626183152198792,0.5893275141716003,0.7835027575492859,0.5438534021377563,0.7924219965934753,0.8327848315238953,0.5562523007392883,0.8020928502082825,0.5787952542304993,0.657704520225525
0.5287953615188599,0.5302667021751404,0.5644986033439636,0.7702640891075134,0.5216695666313171,0.7894776463508606,0.8376371264457703,0.5415603518486023,0.802692711353302,0.5580995678901672,0.6444961726665497
0.4901710748672485,0.5185742378234863,0.544244110584259,0.7509596943855286,0.4995643198490143,0.7768150568008423,0.8045321106910706,0.5190492868423462,0.779802143573761,0.5327289700508118,0.6216441005468368
0.478758692741394,0.4993771612644195,0.5224785208702087,0.7398329377174377,0.4814883470535278,0.7581276297569275,0.805462658405304,0.4944005906581878,0.76164311170578,0.5171729326248169,0.6058742582798005
0.4544748663902282,0.4606282114982605,0.49898362159729,0.7284625172615051,0.44952592253685,0.7405282258987427,0.7871067523956299,0.4710276126861572,0.7615858912467957,0.4910654723644256,0.5843389093875885
0.43408864736557,0.4543431997299194,0.4772561490535736,0.7235133051872253,0.4364982843399048,0.7415304780006409,0.7772083282470703,0.4492794871330261,0.7546036839485168,0.4725024998188019,0.5720824062824249
0.4109730720520019,0.4311069250106811,0.4610476791858673,0.708033561706543,0.422883540391922,0.7189835906028748,0.7676903605461121,0.4276939928531647,0.7302711606025696,0.4531580507755279,0.5531841933727264
0.3949582874774933,0.4127525687217712,0.4400739073753357,0.6946565508842468,0.3916181325912475,0.7134437561035156,0.765285849571228,0.4120503962039947,0.7226842045783997,0.4263989925384521,0.5373922646045685
0.3740198612213135,0.3978711664676666,0.4084447920322418,0.6909072399139404,0.375796914100647,0.6943653225898743,0.7357977628707886,0.3878339231014251,0.7087186574935913,0.4094975888729095,0.5183253228664398
0.3600769639015198,0.3653715848922729,0.3889777958393097,0.6780740022659302,0.3502021133899688,0.6945310235023499,0.7324123382568359,0.3693185150623321,0.6975947022438049,0.3919520378112793,0.5028511077165604
0.3293128609657287,0.3499046266078949,0.3742937445640564,0.661202073097229,0.3330090939998626,0.6780944466590881,0.7162572145462036,0.3507263362407684,0.6868004202842712,0.3704591989517212,0.48500600159168245
0.3135049641132355,0.3293960988521576,0.3495888411998749,0.6443029046058655,0.3181089162826538,0.6647995710372925,0.7071851491928101,0.3346811830997467,0.6734099388122559,0.3456036448478699,0.46805812120437623
0.2954104840755462,0.3086437582969665,0.3362579345703125,0.6414178609848022,0.3013021945953369,0.6438010931015015,0.7034401297569275,0.3128578066825866,0.6566063165664673,0.3277662694454193,0.45275038480758667
0.2805235087871551,0.2953962683677673,0.3163858652114868,0.623508095741272,0.2828763127326965,0.6350125670433044,0.6771168112754822,0.2922171354293823,0.6472517848014832,0.3125238418579101,0.436281219124794
0.2556820213794708,0.2792235314846039,0.2987655401229858,0.6061415672302246,0.2692950963973999,0.6323499083518982,0.6707063913345337,0.2819403111934662,0.6329805850982666,0.298626959323883,0.4225711911916733
0.2431842237710952,0.25821253657341,0.2761992514133453,0.5957791209220886,0.2486270815134048,0.6155371069908142,0.6551244854927063,0.264960914850235,0.6249175667762756,0.2775462567806244,0.40600885450839996
